Website,Brand,Title,Review,Rating,Author Name,Review Date,Views,Like Count,Dislike Count,URL
Cardekho.com,Kia Seltos,Comfortable and Classy Kia Seltos,"Car is very comfortable and has classy looks. I have purchased Kia Seltos GTX+ DCT in the month of October from Pune dealer. I have been around for three weeks. But since the very first day, I noticed a very annoying sound coming from rear of the vehicle. I have tried all possible things like removing all lose attachments and items from the car but the annoying sound still persists. This sound comes when the vehicle passed over the uneven road. I tried to identify the issue and I felt I have been able to locate the source. I request Kia to help me resolve this as this is really spoiling the driving experience and feel that this can be resolved with proper technical support.",5,Anonymous,5-Dec-19,138,0,0,https://www.cardekho.com/user-review/kia-seltos/comfortable-and-classy-kia-seltos-95684.htm
Cardekho.com,Kia Seltos,Performance is amazing.,Pickup and mileage are amazing. The comfort level up to the mark.,5,Chamaraju Raju,5-Dec-19,46,0,0,https://www.cardekho.com/user-review/kia-seltos/performance-is-amazing-95655.htm
Cardekho.com,Kia Seltos,THE ROAD KING.,"NO ONE CAN FIND A BETTER SUV THAN KIA SELTOS. ITS AMAZING LOOKS AND BODY ALIGNMENT ARE SOO GOOD AND TOUGH. INTERIORS ARE BEST OF ITS CLASS. I WOULD RECOMMEND YOU TO BRING HOME KIA SELTOS AND HAVE FUN LONG TRIPS WITH YOUR FAMILY. IT'S BEST WHEN ITS COMES TO ALL-TERRAIN, SO GIVE YOUR FAMILY A PLEASURE OF RIDING A GOD OF CHARIOTS.",5,Christeen,4-Dec-19,1139,1,0,https://www.cardekho.com/user-review/kia-seltos/the-road-king-95623.htm
Cardekho.com,Kia Seltos,Perfect car for all purposes.,"The car looks amazing, The DRL's are attractive and the touch screen display has a really good response; but the car couldn't get 5 stars as the speedometer and the touch display could be more stunning which would upgrade the interior to a whole another level; Even though the dual-tone interior is interesting. The design of the car will stand out amongst the competitors like MG Hector, Hyundai venue, etc. Overall performance of the car is a bang for the buck!",4,Kaanthik Punjari,5-Dec-19,783,0,0,https://www.cardekho.com/user-review/kia-seltos/perfect-car-for-all-purposes-95639.htm
Cardekho.com,Kia Seltos,Awesome car.,Kia Seltos is an awesome car from my experience. Good for long routes and quite spacious with comfort and relief. Happy with features of the car. Family and friends appreciated my choice and also wants always to ride my car.,5,Jagdish,4-Dec-19,247,0,0,https://www.cardekho.com/user-review/kia-seltos/awesome-car-95619.htm
Cardekho.com,Kia Seltos,The car you all need.,"The car is awesome. I bought the Seltos 1.4T GTX Plus Manual and the engine & gearbox are really smooth which delivers an unbelievable power. The cabin of the car is so well built that all the buttons and switches are at your fingertips. 360-degree camera, Blindspot view, Bose speakers, Ventilated seats and HUD makes the car superb. NVH levels are very low and external sound vibrations will never spoil your driving pleasure.",5,Prasanth Kumar P S,5-Dec-19,293,0,0,https://www.cardekho.com/user-review/kia-seltos/the-car-you-all-need-95633.htm
Cardekho.com,Kia Seltos,Lovely car.,One of the best cars in 2019 by Kia. Features in the car are amazing.,4,Akshay Kumar,5-Dec-19,48,1,0,https://www.cardekho.com/user-review/kia-seltos/lovely-car-95646.htm
Cardekho.com,Kia Seltos,Awesome looks.,"Great looks and amazing transmission features. Aux, A.C., and rear parking camera are wonderful.",5,Asharam Saini,5-Dec-19,44,1,0,https://www.cardekho.com/user-review/kia-seltos/awesome-looks-95644.htm
Cardekho.com,Kia Seltos,DON'T BUY SELTOS.,"DON'T BUY SELTOS: 1=WASTE OF TIME AND MONEY. 2=COST WISE HIGH-QUALITY WISE LOW. 3=MILEAGE TOO LOW. 4=I'M BUYING A GTX 7 DCT AUTOMATIC TRANSMISSION PETROL AS I HAD A LOT OF TROUBLE IN MY VEHICLE. FAULT CAN START IN BELOW MENTIONED FACTORS: 1, A.C. NOT WORKING AS WELL. 2, THE BRAKING SYSTEM IS OLDER THEN AMBASSADOR. 3, MILEAGE IS BELOW 12 KM PER LTR.",1,Sathishkumar,4-Dec-19,1905,3,4,https://www.cardekho.com/user-review/kia-seltos/dont-buy-seltos-95627.htm
Cardekho.com,Kia Seltos,Nice car ever.,Very nice car and superb features. It looks amazing and gives a feel which is quite comfortable.,5,Ashish,4-Dec-19,44,0,0,https://www.cardekho.com/user-review/kia-seltos/nice-car-ever-95603.htm
Cardekho.com,Kia Seltos,The perfect SUV.,This car is aggressive & beautiful in this segment. This car fully loaded with features.,5,Avi Kameriya,4-Dec-19,53,0,0,https://www.cardekho.com/user-review/kia-seltos/the-perfect-suv-95631.htm
Cardekho.com,Kia Seltos,Fully loaded car which is affordable.,"Nice car with lot more features. Fully loaded with multiple features, the best features is the 360-degree camera.",5,Ravi M,4-Dec-19,39,0,0,https://www.cardekho.com/user-review/kia-seltos/fully-loaded-car-which-is-affordable-95594.htm
Cardekho.com,Kia Seltos,Purchase it and feel the difference.,"Features loaded car beyond expectations. Wonderful engine, superb interior with amazing quality, fabulous fit, and world-class finish.",5,Ig Bhullar,4-Dec-19,56,0,0,https://www.cardekho.com/user-review/kia-seltos/purchase-it-and-feel-the-difference-95520.htm
Cardekho.com,Kia Seltos,Best car I've ever seen.,"Kia Seltos the best automotive made by Kia. It has a 7.5 to 8.1inch screen which provides car information and navigation. There is also a head-up display through which you can get essential information such as speed. It is a good car in terms of safety which carries 4 airbags in the top variant. Even in the low variant, the safety measures are amazing. It has a good look as compared to Creta. It's rival MG Hector is gazing demand in the market but Kia Seltos is graving the car market and having the maximum number of cars retailed in a month.",5,Akash,4-Dec-19,61,0,0,https://www.cardekho.com/user-review/kia-seltos/best-car-ive-ever-seen-95591.htm
Cardekho.com,Kia Seltos,Excellent one.,"Excellent car in this price as it gives great value and great comfort for long drives. Also, it is very spacious.",5,Pranoy Jis,4-Dec-19,50,0,0,https://www.cardekho.com/user-review/kia-seltos/excellent-one-95543.htm
Cardekho.com,Kia Seltos,The best one.,Kia Seltos is a very good car. It has new features with a triggered mileage. It's quite comfortable within the budget.,5,Ratnesh Tanwar,4-Dec-19,50,0,0,https://www.cardekho.com/user-review/kia-seltos/the-best-one-95559.htm
Cardekho.com,Kia Seltos,Amazing car so far.,Best and fully loaded car. Kia Seltos is also the best value of money. This car is manageable and is luxurious.,4,Satyam Satyam,3-Dec-19,50,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-car-so-far-95493.htm
Cardekho.com,Kia Seltos,An amazing car.,It's an amazing experience as the drive is very much comfortable. It has many features to entertain and gives a wonderful experience to the passengers as well.,4,Anonymous,4-Dec-19,34,0,0,https://www.cardekho.com/user-review/kia-seltos/an-amazing-car-95568.htm
Cardekho.com,Kia Seltos,Advanced features.,Good car with the best features within the budget. The interior and the seats of the car make it luxurious.,5,Ayush Patel,4-Dec-19,50,0,0,https://www.cardekho.com/user-review/kia-seltos/advanced-features-95560.htm
Cardekho.com,Kia Seltos,Nice car the best car,It was the best experience for me. I enjoyed it thoroughly.,5,Ashish Pandey,4-Dec-19,33,0,0,https://www.cardekho.com/user-review/kia-seltos/nice-car-the-best-car-95570.htm
Cardekho.com,Kia Seltos,The turning point of SUV in Indian market.,"Kia as soon as it landed in India came with a bang for the buck competing with its sister company Hyundai's Creta, the Jeep Compass and the MG Hector which again was recently launched. Seltos gave us a variety of features with 2 lineups total of 5 variants that can suit your choice and has premium features.",5,Carlocity India,3-Dec-19,669,0,0,https://www.cardekho.com/user-review/kia-seltos/the-turning-point-of-suv-in-indian-market-95342.htm
Cardekho.com,Kia Seltos,Nice car with best in class features.,"A very nice car with bose speakers, which is not available in other cars in its segment. Worth buying it. This car is spacious, safe, powerful. This car comes with 6 airbags, sufficient boot space, and sunroof. Ambient mood lighting gives a luxurious and soothing experience.",4,Rajat Mani Bhardwaj,3-Dec-19,468,0,0,https://www.cardekho.com/user-review/kia-seltos/nice-car-with-best-in-class-features-95382.htm
Cardekho.com,Kia Seltos,Architecture Style.,"I felt very glad by its modern advanced technology and innovative design still, it's so smart due to Long-Durability, Safe, Secure and Lightweight. It's one of my favorite cars known for ""Kia Seltos"", we would feel simple by architecture style ever.",5,Idream Tech,3-Dec-19,116,0,0,https://www.cardekho.com/user-review/kia-seltos/architecture-style-95348.htm
Cardekho.com,Kia Seltos,Excellent experience,"Kia has debuted in the Indian car market by launching a great car Seltos. Though based upon Hyundai Creta, yet many steps ahead of the techology, comfort, styling ride and handling. I think mileage could be a negative aspect. Still, it's a great car.",5,Sunder Chettiyar,2-Dec-19,269,0,0,https://www.cardekho.com/user-review/kia-seltos/excellent-experience-95335.htm
Cardekho.com,Kia Seltos,Nice and good car.,"Very nice SUV, a great combination of comfort, features, and style. Value for money car with luxury features, good handling, and great braking.",5,Sahiljaitwani,3-Dec-19,45,0,0,https://www.cardekho.com/user-review/kia-seltos/nice-and-good-car-95446.htm
Cardekho.com,Kia Seltos,From India's top 10 cars.,Nice design and engine are powerful and advanced. Speed and mileage are up to the mark. Available within the budget.,5,Shrawan Mali,3-Dec-19,53,0,0,https://www.cardekho.com/user-review/kia-seltos/from-indias-top-10-cars-95442.htm
Cardekho.com,Kia Seltos,"Fabulous, bold & unique.",The best performance and unique look make it striking. The detailed review of this car can not be expressed in just a few words.,5,Aniket Thakur,3-Dec-19,33,0,0,https://www.cardekho.com/user-review/kia-seltos/fabulous-bold-unique-95409.htm
Cardekho.com,Kia Seltos,Very comfortable car.,This car has a very comfortable sitting arrangement and a very good leg space.,5,Anil Seervi,3-Dec-19,43,0,0,https://www.cardekho.com/user-review/kia-seltos/very-comfortable-car-95384.htm
Cardekho.com,Kia Seltos,Awesome looks.,"To be very honest this SUV has a sporty look and as per the company, it has a thrilling design, including the interior. Highly recommended.",4,Piyush,3-Dec-19,54,0,0,https://www.cardekho.com/user-review/kia-seltos/awesome-looks-95370.htm
Cardekho.com,Kia Seltos,Best SUV car of the era.,"Kia Seltos became one of the best prime SUV cars of this era in India. The car has a best-finished premium looking with ultimate build quality till now in the Indian car market. In this price range, it gives many loaded features as follows:  1. It has a 360-degree camera. 2. Both front and rear parking assistance are given. 3. Has an adequate boot space. 4. The best part is that in this price range it's also giving a ventilated seat system. 5. It has the best size of sunroof where u can enjoy your road-trip with your friends and family. 6. Now the music lover can enjoy the music with the renowned sound system company Bose. Literally I was shocked too that Kia gives the Bose sound system in it. 7. It has also many more features if you are thinking of an SUV. I would highly recommend you to go for it.",5,Anonymous,2-Dec-19,2135,2,0,https://www.cardekho.com/user-review/kia-seltos/best-suv-car-of-the-era-95257.htm
Cardekho.com,Kia Seltos,Best ride.,"I brought Seltos HTX one week back. This is my 6th car following Innova Crysta, XUV500, Duster, Honda City, and Dzire. I can safely say that this is the best overall car in this price range presently. This car is a near-perfect vehicle by many angles. Its design is fantastic, looks are fantastic, features are amazing, refinement is excellent, NVH levels are superb, ride quality is superb and easily comparable to my Innova Crysta. Diesel manual mileage is excellent, seat comfort is superb. The back seat of this vehicle occupies 3 people comfortably. Boot space has enough space for the luggage of five people for a short trip. I drove this vehicle on really ugly Bhokar-Nanded road of Maharashtra (bad would be a word for this road at present which I think) and I can assure you that , this vehicle has one of the best ride quality which can be easily comparable to my Innova Crysta in terms of ride quality. Seltos is breeze to drive. I drove the petrol GT line also for short distances, and it is also a great variant to own. You can go for either variant as per your needs and choice. Both variants are great. Diesel is giving me 17kmpl overall at present for 60% highway and 40% city drive with AC 100% on. I hope, mileage will definitely increase after the second service(oil change) to 19Kmpl overall. A smart air purifier with perfume diffuser is an added advantage. AC is powerful and works fantastically. In my opinion, At present, there is no competitor for Seltos, when it comes to the overall package.",5,Sonu Sidhu,1-Dec-19,2905,4,0,https://www.cardekho.com/user-review/kia-seltos/best-ride-95216.htm
Cardekho.com,Kia Seltos,Its a good car.,"Its a nice car with great features, amazing headlight, suspension, nice pick-up.",5,Aditya Agarwal,1-Dec-19,56,0,0,https://www.cardekho.com/user-review/kia-seltos/its-a-good-car-95165.htm
Cardekho.com,Kia Seltos,Amazing it is.,"I am feeling great with this car. It has a quite good handling, nice road grip, great stability, also great acceleration, and engine noise is quite low. Talking about interiors it's just wow. Lots of space, comfortable to sit, and love the driver's electronic adjustment. Don't have words about ventilated seats, and infotainment touch is a superb thought of not having buttons that may distract the driver. The sound system is literally amazing.",5,Funny Videos,2-Dec-19,174,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-it-is-95250.htm
Cardekho.com,Kia Seltos,Perfect one.,"Great car with looks, mileage, power, comfort, and ultimate driving pleasure. All in all an absolute value for money car.",5,Shashank,2-Dec-19,45,0,0,https://www.cardekho.com/user-review/kia-seltos/perfect-one-95251.htm
Cardekho.com,Kia Seltos,Car of gadgets.,"Kia Seltos can be called as a car of gadgets. It has a handful of features but only in GT line. For HT line it has only 2 airbags even for X Plus which is the diesel top-end model. It has 17inch diamond-cut alloy wheels, 8inch heads-up display, 360° camera, blind view monitor, red color brake caliper only for GT line X plus variant. In HT line K plus variant even there is no automatic climate control. Performance-wise it comes with 1.4L turbo-charged petrol engine, 1.5L petrol and diesel engine combines with an automatic and manual gearbox for all engines. Overall Kia Seltos is best to buy GT line X plus variant.",4,Anonymous,1-Dec-19,158,1,0,https://www.cardekho.com/user-review/kia-seltos/car-of-gadgets-95178.htm
Cardekho.com,Kia Seltos,Best car for this year.,This car is delivering a very good performance. Great looks.,5,Rascal Trends,2-Dec-19,37,0,0,https://www.cardekho.com/user-review/kia-seltos/best-car-for-this-year-95301.htm
Cardekho.com,Kia Seltos,Awesome car for middle class.,Fully loaded car with super new generation features and economically best for middle-class people.,5,Shashank H T,2-Dec-19,45,0,0,https://www.cardekho.com/user-review/kia-seltos/awesome-car-for-middle-class-95285.htm
Cardekho.com,Kia Seltos,Best car of my life.,"It's the best car which I have ever seen and yes it is a new company, so some people might think to purchase it or not. My experience says that every guy must at least test drive it and I'm sure, once driven, will be bought for sure.",5,User,1-Dec-19,91,0,0,https://www.cardekho.com/user-review/kia-seltos/best-car-of-my-life-95199.htm
Cardekho.com,Kia Seltos,Awesome car.,"A very comfortable and advanced feature, my friend bought this car and its superb car with great features. The engine is more powerful than my car. I like the sensors in this car.",4,Balram Karma,2-Dec-19,126,0,0,https://www.cardekho.com/user-review/kia-seltos/awesome-car-95294.htm
Cardekho.com,Kia Seltos,Unbelievable Car,"Kia Seltos is the best segment car I have ever seen. This car is fantastic due to its features regarding safety, infotainment etc. This car is a budgeting car and easily affordable when compared with other cars from other companies. This car is a king of highways. So smooth to drive and easily controlled. This car breaking quality is unbelievable. Kia Seltos cannot get any compromise regarding safety and breaking quality. This is the best thought of the Kia company. At the end I would like to say that this car is best according to its price, providing very good features at less price, for safety purpose etc ",5,Parveen,30-Nov-19,734,0,0,https://www.cardekho.com/user-review/kia-seltos/unbelievable-car-95034.htm
Cardekho.com,Kia Seltos,Amazing car.,"The best thing about the car is the interior and exterior features. It is provided at such a reasonable price, and it is simply the best in its segment and it makes Seltos the best car.",5,Kamalpreet Sodhi,1-Dec-19,35,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-car-95160.htm
Cardekho.com,Kia Seltos,Best car ever.,Nice car with all features. This car is very well designed and delivers a good performance. Build quality and interior is so good.,5,Bhupendra Khichi,30-Nov-19,31,0,0,https://www.cardekho.com/user-review/kia-seltos/best-car-ever-95104.htm
Cardekho.com,Kia Seltos,A car for everyone.,The best car in this segment. Never hesitated before buying this car. I just want to say go for it. If you still have doubt go and test drive it.,5,Deshgaurav Kaushik,30-Nov-19,37,0,0,https://www.cardekho.com/user-review/kia-seltos/a-car-for-everyone-95092.htm
Cardekho.com,Kia Seltos,The best car.,"It is the best car in segment, I love this car because of its features and engine in this car. You can also get heads up display of 8 inches which very convenient.",5,Vansh Jiwanani,1-Dec-19,36,0,0,https://www.cardekho.com/user-review/kia-seltos/the-best-car-95135.htm
Cardekho.com,Kia Seltos,Car of the year.,Kia Seltos is the best car in the 2019 car collection. This car is comfortable and featureful as compared to other cars.,5,Aman Boora,30-Nov-19,31,0,0,https://www.cardekho.com/user-review/kia-seltos/car-of-the-year-95093.htm
Cardekho.com,Kia Seltos,Amazing car.,"The looks are amazing, and the design is excellent. The interior of the car makes it a true premium Car. The dashboard is fantastic, and the piano finish is so cool. The design of headlights and the music system's screen is so cool. I have no words to describe the Kia Seltos.",5,Nikhil Jangid,30-Nov-19,45,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-car-95109.htm
Cardekho.com,Kia Seltos,Magnificent car.,Good quality interiors and shockers are so reflective even a large bump wouldn't make a difference. Good seating command and price is on the quite higher side.,4,Nikhil Reddy,30-Nov-19,59,0,0,https://www.cardekho.com/user-review/kia-seltos/magnificent-car-95049.htm
Cardekho.com,Kia Seltos,Amazing car.,"At such price, the number of features and BS6 refined engine, it's amazing.",5,Nilesh Kalbhor,1-Dec-19,36,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-car-95161.htm
Cardekho.com,Kia Seltos,Looking nice.,Superb car and the red color is the best one. My SUV experience is far way better than Scorpio. I really like this car.,5,Fozlul Fozlul Karim,29-Nov-19,39,0,0,https://www.cardekho.com/user-review/kia-seltos/looking-nice-95018.htm
Cardekho.com,Kia Seltos,The Game changer.,"The perfect car for everyday use. It's not too big and not too small. A good car for a family getaway and can take long vacations also. The technology provided is mind-blowing and with this price point, it's a bargain. The best part of Seltos is that it can be selected from a wide range of variants which makes it easy for anyone who is looking into compact SUVs and further can select the variant which fits within their budget.",5,Hritvik Jadhav,29-Nov-19,1224,0,0,https://www.cardekho.com/user-review/kia-seltos/the-game-changer-94972.htm
Cardekho.com,Kia Seltos,Amazing feature loaded SUV.,"It's a very good car, good to drive and has awesome segment-first features. Interior Plastic quality is good too. Ride quality below 60 is amazing it soaks almost all small patches of road, the cabin is quieter than most of the rivals plus to make cabin, even more, the better place they have provided with a proper air purifier which a good thing for polluted cities. In terms of power, it gets an amazing punchy engine. Handling is decent, not comparable with other rivals such as tata harrier. Overall its good buy if you want a good SUV in this price bracket.",4,Rajat Kumar Gupta,29-Nov-19,1314,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-feature-loaded-suv-94947.htm
Cardekho.com,Kia Seltos,Amazing machine,Its too good compared to swift as well. Good in automatic transmission gives the best mileage.,5,Rohitash Sharma,29-Nov-19,95,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-machine-94950.htm
Cardekho.com,Kia Seltos,Kia the super car.,"It is a nice car as it has good features in it and suitable for people who go mountain trailing. I like this car as it has sunroof and moonroof. It is comfortable and spacious with good leg rest. The outer look is very classy, till I know Kia is good brand company and has a good impression in the market.",5,User,29-Nov-19,327,1,0,https://www.cardekho.com/user-review/kia-seltos/kia-the-super-car-94962.htm
Cardekho.com,Kia Seltos,Superb and Next level,"The excellent car, I have never seen any car with those features in India. It's a superb car at a low budget, I have never seen all the features in a low budget car. It felt like, I am using a luxury car like (Benz, BMW etc), ride quality is smooth which is of next level.",5,Muhammed Hisham,29-Nov-19,158,0,0,https://www.cardekho.com/user-review/kia-seltos/superb-and-next-level-95012.htm
Cardekho.com,Kia Seltos,Lovely car.,This car is amazing as it has new amazing features and new driving options which makes this car best so far.,5,Rushi Jadhav,29-Nov-19,41,0,0,https://www.cardekho.com/user-review/kia-seltos/lovely-car-94988.htm
Cardekho.com,Kia Seltos,Amazing cars like S class features installed.,Great car with super engine with body quality & amazing features. Amazing colours with sporty look. Superb strong built quality.,5,Akhilesh Akshay,29-Nov-19,44,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-cars-like-s-class-features-installed-94939.htm
Cardekho.com,Kia Seltos,Amazing SUV.,Kia Seltos the amazing car or one can say the amazing SUV so far. Especially the interior of the leather side and leather seats are amazing. Chromium plating looks nice. Highly recommended. ,5,Vaibhav Bhasin,29-Nov-19,58,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-suv-94985.htm
Cardekho.com,Kia Seltos,Recommended.,The best petrol engine in this segment. It is a great pressure to ride this machine in it's 3rd and 4th gear. The performance is amazing and mileage may vary from 10-19 as per the driving style.,5,Karthik Karz,29-Nov-19,196,0,0,https://www.cardekho.com/user-review/kia-seltos/recommended-94984.htm
Cardekho.com,Kia Seltos,Kia Seltos,I like Kia Seltos because its front and back side gives us an SUV feel and looks like a luxurious car. I love Kia Seltos more than MG Hector. ,5,Dilshed,29-Nov-19,48,0,0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-94926.htm
Cardekho.com,Kia Seltos,Must buy,Best car in the segment. Quality level is superb. Standard features are available. Mobile connectivity improves the impression of the car. The instrument cluster is awesome. Air conditioning works well. A good amount of legroom offered. In every aspect it is superb.,5,Anonymous,29-Nov-19,133,0,0,https://www.cardekho.com/user-review/kia-seltos/must-buy-94925.htm
Cardekho.com,Kia Seltos,Kia Seltos is awesome.,Superb car as it looks like Hulk. This can be at the top of the Indian market.,5,Sandip Jadav,28-Nov-19,45,0,0,https://www.cardekho.com/user-review/kia-seltos/kia-seltos-is-awesome-94860.htm
Cardekho.com,Kia Seltos,Better then Hyundai Creta.,Kia Seltos is better than Hyundai Creta. Its stability is 10/10 and the built Quality is also 10/10.,5,Kushal,28-Nov-19,41,0,1,https://www.cardekho.com/user-review/kia-seltos/better-then-hyundai-creta-94858.htm
Cardekho.com,Kia Seltos,Amazing car.,Looks amazing and wonderful. I would highly recommend this to others as well.,4,Manvendra Pratap Singh Rajan,28-Nov-19,41,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-car-94820.htm
Cardekho.com,Kia Seltos,Perfect Family Car.,Compact and everything at similar price initially. I was going to take Ford Ecosport but though to take this one and I think I took the right decision. ,5,Ratnesh,28-Nov-19,39,0,0,https://www.cardekho.com/user-review/kia-seltos/perfect-family-car-94819.htm
Cardekho.com,Kia Seltos,Amazing machine.,Kia has debuted in the Indian car market by launching a great car Seltos though based upon Hyundai Creta. Yet many steps ahead of tech comfort styling ride and handling. Though I think mileage could be a negative side.,5,Kundan Patel,28-Nov-19,179,0,0,https://www.cardekho.com/user-review/kia-seltos/amazing-machine-94805.htm
Cardekho.com,Kia Seltos,Driving experience was amazing.,"Kia has debuted in Indian car market by launching a great car. Though it is based upon Hyundai Creta. Yet many steps ahead of tech comfort styling ride and handling. Mileage is quite lesser still, it's an amazing car. ",5,Alok Narayan Pandey,28-Nov-19,175,0,0,https://www.cardekho.com/user-review/kia-seltos/driving-experience-was-amazing-94868.htm
Cardekho.com,Kia Seltos,Kia is just Mind-blowing.,Just an amazing car. I wanna say go for it. Looks are amazing and have brilliant interior and exterior design. It gives a luxurious feel.,5,Ganesh Hingne,28-Nov-19,38,0,0,https://www.cardekho.com/user-review/kia-seltos/kia-is-just-mindblowing-94816.htm
Cardekho.com,Kia Seltos,Ok car.,I will give Kia Seltos 2 stars because of new generation technology. It still needs too many tests on the engine. Looks are good but the car is okay.,2,Sahil Arya,28-Nov-19,43,0,1,https://www.cardekho.com/user-review/kia-seltos/ok-car-94833.htm
